,date,sun,moon,mercury,venus,mars,jupiter,saturn,uranus,neptune
2000-05-06,2000-05-06,3.4627100425210235e+22,2.1930154829700376e+20,3345281866076519.5,3.0059022831497876e+16,1871742610693033.2,9.4128122643248e+17,9.790807401657878e+16,3863819201477457.5,2025778533952691.8
2000-05-07,2000-05-07,3.4610877980583555e+22,2.199963517297126e+20,3340640768123914.0,2.9989237940291196e+16,1866253357831959.2,9.410423497886524e+17,9.788733776914392e+16,3870280271456791.0,2028051401513781.0
2000-05-08,2000-05-08,3.459493548211318e+22,2.191850358598095e+20,3342356073302444.0,2.9921504862903796e+16,1860844531169492.5,9.408664527871437e+17,9.787130259983453e+16,3876764671120825.0,2030320980527837.8
2000-05-09,2000-05-09,3.4579257911534395e+22,2.171303060796504e+20,3350751244433271.5,2.9855804589090732e+16,1855515475297633.5,9.40753351183895e+17,9.785995935377018e+16,3883270551363396.0,2032586558240844.8
2000-05-10,2000-05-10,3.456382689985467e+22,2.141801479196728e+20,3366157222306819.0,2.979211759213834e+16,1850265434232693.2,9.407028526860486e+17,9.785329773093275e+16,3889796081786424.5,2034847435655912.8
2000-05-11,2000-05-11,3.454862272404418e+22,2.1068213072588567e+20,3388907034388033.0,2.9730424782442216e+16,1845093596108307.0,9.40714767945784e+17,9.785130698166246e+16,3896339455244600.5,2037102927926988.8
2000-05-12,2000-05-12,3.453362603878154e+22,2.0692415015662223e+20,3419330287815064.5,2.9670708263900084e+16,1839999135405985.0,9.407889203183324e+17,9.785397653491632e+16,3902898887347064.5,2039352363126365.5
2000-05-13,2000-05-13,3.4518819188437477e+22,2.031100733122391e+20,3457747968804244.5,2.9612951849028572e+16,1834981247639037.5,9.409251534628364e+17,9.786129649669016e+16,3909472612577365.0,2041595080077431.8
2000-05-14,2000-05-14,3.450418710963714e+22,1.9936439080372496e+20,3504468005524708.0,2.9557141364051424e+16,1830039175370060.2,9.411233367390917e+17,9.787325801139022e+16,3916058878606932.5,2043830425813549.8
2000-05-15,2000-05-15,3.4489717905922055e+22,1.9575423353897596e+20,3559782017018759.0,2.950326479936205e+16,1825172226617610.2,9.413833687535804e+17,9.788985350557211e+16,3922655939828639.0,2046057752986341.0
2000-05-16,2000-05-16,3.4475403171328644e+22,1.9231752910557282e+20,3623963566602165.5,2.9451312350057196e+16,1820379787070055.5,9.417051794179489e+17,9.791107683542896e+16,3929262050660056.5,2048276417377783.8
2000-05-17,2000-05-17,3.4461238113431686e+22,1.8908889297004842e+20,3697268081481996.5,2.9401276374353772e+16,1815661327146798.2,9.420887307759498e+17,9.793692335345422e+16,3935875458954570.0,2050485775606873.8
2000-05-18,2000-05-18,3.4447221513054182e+22,1.8611812216356153e+20,3779934420139133.5,2.9353151289648036e+16,1811016404702003.8,9.425340168046815e+17,9.796738990691934e+16,3942494399797394.5,2052685183103826.0
2000-05-19,2000-05-19,3.4433355555539626e+22,1.834793831121393e+20,3872187898080704.5,2.9306933423751452e+16,1806444664145525.2,9.430410623931588e+17,9.800247478088602e+16,3949117089904383.0,2054873992403038.0
2000-05-20,2000-05-20,3.4419645564812282e+22,1.812719303457516e+20,3974244449350071.0,2.926262083606335e+16,1801945832708739.8,9.436099216881436e+17,9.804217759789154e+16,3955741722774503.5,2057051551782993.5
2000-05-21,2000-05-21,3.4406099667569483e+22,1.7961476689711094e+20,4086315523851795.5,2.9220213121101504e+16,1797519714496663.0,9.442406759840634e+17,9.808649918575037e+16,3962366464721900.0,2059217204272943.0
2000-05-22,2000-05-22,3.4392728422561224e+22,1.7863778116047418e+20,4208613303969144.0,2.9179711210338692e+16,1793166183108661.2,9.449334313749472e+17,9.813544142749173e+16,3968989451893078.5,2061370287033763.2
2000-05-23,2000-05-23,3.4379544466445623e+22,1.784710973587544e+20,4341355859535841.5,2.9141117195516636e+16,1788885173992189.8,9.456883164564476e+17,9.818900711180414e+16,3975608788252351.5,2063510131071141.5
2000-05-24,2000-05-24,3.436656223238055e+22,1.792334462584612e+20,4484771929739265.0,2.910443419733233e+16,1784676677897164.5,9.465054803557507e+17,9.82471998017282e+16,3982222544274996.5,2065636061158973.5
2000-05-25,2000-05-25,3.43537977724529e+22,1.8101958622499845e+20,4639105102565916.0,2.906966629009662e+16,1780540736369943.0,9.473850912014438e+17,9.831002372902675e+16,3988828755871749.0,2067747395798419.5
2000-05-26,2000-05-26,3.4341268669498986e+22,1.8388593871950263e+20,4804617239414455.0,2.903681847137326e+16,1776477439266932.0,9.483273348935704e+17,9.837748370590605e+16,3995425423050839.0,2069843447062319.5
2000-05-27,2000-05-27,3.432899398490558e+22,1.8783261113316898e+20,4981591054271291.0,2.900589664864031e+16,1772486923349257.2,9.493324138392315e+17,9.844958503348958e+16,4002010508008172.0,2071923520259771.2
2000-05-28,2000-05-28,3.4316994168337004e+22,1.9277974371364048e+20,5170331798800971.0,2.8976907606985624e+16,1768569370483490.0,9.504005452263228e+17,9.852633338059352e+16,4008581932566628.0,2073986913443852.5
2000-05-29,2000-05-29,3.430529083469314e+22,1.985383769757679e+20,5371168023676838.0,2.894985891306285e+16,1764725003491313.0,9.515319583218304e+17,9.860773460110771e+16,4015137575098429.0,2076032916865744.5
2000-05-30,2000-05-30,3.4293906273480236e+22,2.047822655996086e+20,5584451379203809.0,2.892475869227515e+16,1760954076781406.8,9.52726890141251e+17,9.869379445002726e+16,4021675267435797.5,2078060812615081.8
2000-05-31,2000-05-31,3.4282862524207724e+22,2.110363590732918e+20,5810555386004807.0,2.8901615202935308e+16,1757256858015351.0,9.539855788386716e+17,9.878451815911061e+16,4028192793003541.0,2080069874921515.0
2000-06-01,2000-06-01,3.427217990405427e+22,2.1670449408976604e+20,6049873061018027.0,2.888043615865732e+16,1753633597798496.5,9.553082546859793e+17,9.887990986618622e+16,4034687888285111.0,2082059371815254.8
2000-06-02,2000-06-02,3.4261875066722704e+22,2.2115340294409208e+20,6302813247044036.0,2.886122784244566e+16,1750084488162413.0,9.566951296917412e+17,9.89799719658905e+16,4041158250009862.5,2084028568792437.0
2000-06-03,2000-06-03,3.4251958954967307e+22,2.238454557044173e+20,6569795484918771.0,2.8843994186828384e+16,1746609616716166.5,9.581463883013642e+17,9.908470453522794e+16,4047601549347925.0,2085976734606249.0
2000-06-04,2000-06-04,3.4242435222023963e+22,2.244770247176137e+20,6851243286143951.0,2.8828736087446908e+16,1743208928509524.8,9.596621822886504e+17,9.919410502680525e+16,4054015451928249.0,2087903148421605.2
2000-06-05,2000-06-05,3.4233299668200566e+22,2.2305995721090866e+20,7147575684797272.0,2.8815451195836764e+16,1739882207993498.5,9.612426321561228e+17,9.930816837074891e+16,4060397639794430.0,2089807106790318.0
2000-06-06,2000-06-06,3.4224540928902034e+22,2.1990464684591173e+20,7459196933435623.0,2.8804134287404652e+16,1736629087612451.5,9.628878352454646e+17,9.942688749313867e+16,4066745830118975.5,2091687928740345.5
2000-06-07,2000-06-07,3.421614220795532e+22,2.155152161592338e+20,7786484137500917.0,2.8794778095583124e+16,1733449080219993.0,9.645978784007663e+17,9.955025411249493e+16,4073057786537834.0,2093544957898232.2
2000-06-08,2000-06-08,3.4208083518174855e+22,2.1045043699858673e+20,8129772511328400.0,2.878737435543389e+16,1730341624803565.5,9.66372851728649e+17,9.967825959724832e+16,4079331321797615.5,2095377561641618.0
2000-06-09,2000-06-09,3.420034383644063e+22,2.0520800714450947e+20,8489337830667717.0,2.8781914783187376e+16,1727306132875574.0,9.682128603586834e+17,9.981089569202992e+16,4085564293370255.0,2097185128198592.2
2000-06-10,2000-06-10,3.419290278318046e+22,2.001617231108151e+20,8865375596011773.0,2.877839181863701e+16,1724342026453228.5,9.701180326450374e+17,9.994815501776942e+16,4091754595245512.0,2098967062930411.0
2000-06-11,2000-06-11,3.418574172700464e+22,1.9554927861472756e+20,9257976424077604.0,2.8776799094209076e+16,1721448764516538.5,9.720885248780676e+17,1.0009003135180485e+17,4097900148865966.5,2100722784758121.8
2000-06-12,2000-06-12,3.4178844419929124e+22,1.914920874160506e+20,9667097237428666.0,2.877713168764744e+16,1718625859424831.2,9.741245234570358e+17,1.0023651974821058e+17,4103998894900629.5,2102451723174405.0
2000-06-13,2000-06-13,3.4172197324441365e+22,1.8802815067149818e+20,1.0092527904235366e+16,2.8779386237725668e+16,1715872886353658.0,9.76226245517994e+17,1.0038761656045674e+17,4110048786357842.0,2104153315886616.5
2000-06-14,2000-06-14,3.4165789755502745e+22,1.851458114106636e+20,1.05338530926893e+16,2.878356098175495e+16,1713189488291123.5,9.783939386703098e+17,1.00543319407081e+17,4116047782960472.5,2105827006987888.2
2000-06-15,2000-06-15,3.4159613912553615e+22,1.8281285524918865e+20,1.0990409274221484e+16,2.878965574982378e+16,1710575378225573.2,9.806278802136645e+17,1.0070362710357037e+17,4121993846594152.0,2107472245548930.0
2000-06-16,2000-06-16,3.415366485366447e+22,1.809991601905283e+20,1.146123706993087e+16,2.879767193968051e+16,1708030339688811.8,9.829283760781674e+17,1.0086853957553509e+17,4127884937616924.5,2109088484531438.5
2000-06-17,2000-06-17,3.414794044780867e+22,1.7969251195715384e+20,1.194502950621576e+16,2.8807612488731756e+16,1705554226489615.2,9.85295759616404e+17,1.0103805776112946e+17,4133719011773274.5,2110675179922999.2
2000-06-18,2000-06-18,3.4142441312971416e+22,1.789076230514689e+20,1.24400772380211e+16,2.8819481846359668e+16,1703146961891657.8,9.877303902204443e+17,1.0121218350118648e+17,4139494017512178.0,2112231790029515.8
2000-06-19,2000-06-19,3.4137170722789035e+22,1.7868863495157432e+20,1.2944212424718894e+16,2.8833285937710384e+16,1700808536945075.5,9.90232651660443e+17,1.013909194111976e+17,4145207893714445.0,2113757774935050.0
2000-06-20,2000-06-20,3.4132134469620596e+22,1.791056381286791e+20,1.3454753723715568e+16,2.884903211225648e+16,1698539007736736.8,9.928029501430353e+17,1.0157426873570304e+17,4150858567995216.0,2115252596178432.2
2000-06-21,2000-06-21,3.4127340705864273e+22,1.8024596705709805e+20,1.3968455801789318e+16,2.8866729086690256e+16,1696338491990060.2,9.954417122678542e+17,1.0176223519637643e+17,4156443955651706.5,2116715716645951.8
2000-06-22,2000-06-22,3.4122799811019477e+22,1.8220110991487677e+20,1.4481467804476294e+16,2.888638690477396e+16,1694207165986544.8,9.981493830981974e+17,1.0195482284670619e+17,4161961959037990.5,2118146600585131.0
2000-06-23,2000-06-23,3.4118524318034055e+22,1.8504979734186102e+20,1.4989306260775336e+16,2.890801693132055e+16,1692145262531119.0,1.0009264243705038e+18,1.0215203593408235e+17,4167410466960775.0,2119544713607715.2
2000-06-24,2000-06-24,3.4114528888432433e+22,1.8883702348048092e+20,1.5486848784099196e+16,2.8931631877199996e+16,1690153069797461.8,1.0037733125982394e+18,1.0235387875393875e+17,4172787353796408.0,2120909522613720.8
2000-06-25,2000-06-25,3.411083028747899e+22,1.9354777228476767e+20,1.5968355484555638e+16,2.895724583406528e+16,1688230930091849.8,1.0066905366723168e+18,1.0256035547198584e+17,4178090478313434.0,2122240495674016.8
2000-06-26,2000-06-26,3.4107447292073863e+22,1.9907444009929746e+20,1.6427525016350332e+16,2.8984874288415228e+16,1686379237177832.0,1.0096785945188132e+18,1.0277146988883178e+17,4183317682426720.5,2123537101987463.8
2000-06-27,2000-06-27,3.410440043848073e+22,2.0518046708373583e+20,1.6857591380585982e+16,2.9014534071825256e+16,1684598430296528.0,1.0127379882904407e+18,1.0298722511721205e+17,4188466790343908.0,2124798812107802.8
2000-06-28,2000-06-28,3.4101711462200724e+22,2.1147085541937388e+20,1.7251465726005434e+16,2.9046243175246296e+16,1682888981949830.2,1.0158692174579096e+18,1.0320762313747557e+17,4193535609068560.0,2126025098798370.2
2000-06-29,2000-06-29,3.409940223934206e+22,2.1739086507651377e+20,1.7601924313461178e+16,2.9080020327566348e+16,1681251375691693.5,1.0190727693989654e+18,1.0343266421421546e+17,4198521932037754.0,2127215439092101.8
2000-06-30,2000-06-30,3.4097493105469324e+22,2.2227892467503596e+20,1.790183966867935e+16,2.911588425980183e+16,1679686071550887.0,1.0223491080685213e+18,1.0366234621880237e+17,4203423548179615.0,2128369318176897.8
2000-07-01,2000-07-01,3.409600066401076e+22,2.254863420108656e+20,1.8144447126488404e+16,2.915385268129065e+16,1678193461483054.0,1.0256986629354687e+18,1.0389666399720493e+17,4208238257910635.5,2129486235315516.8
2000-07-02,2000-07-02,3.4094935525324833e+22,2.2654016139338908e+20,1.8323633960979916e+16,2.919394115521645e+16,1676773823860300.0,1.0291218216640634e+18,1.041356089919993e+17,4212963895182329.0,2130565711136349.8
2000-07-03,2000-07-03,3.4094300636447144e+22,2.252850564832453e+20,1.8434233585265652e+16,2.923616218425462e+16,1675427290342486.2,1.0326189298372544e+18,1.0437916930443846e+17,4217598351586100.0,2131607294718759.2
2000-07-04,2000-07-04,3.409409078130963e+22,2.219327644263262e+20,1.847230343059586e+16,2.9280524805705096e+16,1674153836735950.2,1.036190298958878e+18,1.0462733024917466e+17,4222139596636047.5,2132610568563667.5
2000-07-05,2000-07-05,3.4094293440415373e+22,2.1699170538065802e+20,1.8435362843173784e+16,2.932703482877269e+16,1672953301459392.5,1.0398362209334295e+18,1.0488007527148378e+17,4226585689139809.0,2133575150126393.0
2000-07-06,2000-07-06,3.4094890700762073e+22,2.1111578138862617e+20,1.832256765946889e+16,2.9375695609272e+16,1671825425167497.8,1.0435569849181674e+18,1.051373869685231e+17,4230934777824876.0,2134500689833599.8
2000-07-07,2000-07-07,3.409586158157416e+22,2.049461681980881e+20,1.8134801877007504e+16,2.942650908264316e+16,1670769898601979.2,1.047352892159771e+18,1.0539924795377157e+17,4235185093254262.0,2135386866702965.8
2000-07-08,2000-07-08,3.4097184146489015e+22,1.9900370725887178e+20,1.787467413031748e+16,2.9479476752405776e+16,1669786405962632.0,1.051224266104698e+18,1.0566564141520666e+17,4239334935391587.5,2136233383193227.8
2000-07-09,2000-07-09,3.409883704220235e+22,1.9364760290043802e+20,1.7546416534841626e+16,2.9534600441932228e+16,1668874656599633.8,1.0551714574463247e+18,1.0593655136230088e+17,4243382661058326.0,2137039960605998.0
2000-07-10,2000-07-10,3.4100800426569443e+22,1.890838503025356e+20,1.7155694048084926e+16,2.959188276923316e+16,1668034404336979.0,1.0591948454297427e+18,1.0621196265131874e+17,4247326673731000.0,2137806335630574.8
2000-07-11,2000-07-11,3.4103056443791813e+22,1.8539750525971733e+20,1.6709341803437838e+16,2.965132740583796e+16,1667265457612766.5,1.0632948371090249e+18,1.0649186089406502e+17,4251165416191016.0,2138532257995065.5
2000-07-12,2000-07-12,3.4105589433026078e+22,1.8258942740873825e+20,1.6215054354749504e+16,2.971293920414645e+16,1666567684171304.5,1.0674718657648076e+18,1.0677623232185976e+17,4254897365491215.0,2139217488924082.0
2000-07-13,2000-07-13,3.4108386000568064e+22,1.8060854088439294e+20,1.5681053664571092e+16,2.977672425558607e+16,1665941012919191.2,1.0717263890966679e+18,1.0706506363987781e+17,4258521029536442.0,2139861800118672.0
2000-07-14,2000-07-14,3.4111435036333416e+22,1.7937788048738147e+20,1.5115761963328644e+16,2.9842689919439536e+16,1665385434573941.2,1.0760588874887786e+18,1.0735834188811245e+17,4262034944708190.0,2140464973050877.2
2000-07-15,2000-07-15,3.411472773474985e+22,1.7881538225699468e+20,1.4527501872268946e+16,2.9910844853509756e+16,1664901002298832.8,1.0804698624969114e+18,1.0765605431608168e+17,4265437674024324.5,2141026798401970.8
2000-07-16,2000-07-16,3.4118257658682768e+22,1.788502082633947e+20,1.3924240399225126e+16,2.9981199069602108e+16,1664487833046692.2,1.0849598355015809e+18,1.0795818826636038e+17,4268727805387195.5,2141547075514450.5
2000-07-17,2000-07-17,3.412202084388679e+22,1.7943446094740147e+20,1.3313386757384946e+16,3.0053764017596064e+16,1664146109501319.2,1.0895293462484916e+18,1.082647310498172e+17,4271903949726305.5,2142025611826450.0
2000-07-18,2000-07-18,3.4126015904731764e+22,1.8054962621411495e+20,1.2701647530280386e+16,3.0128552681578612e+16,1663876081811534.2,1.0941789509564598e+18,1.0857566979469162e+17,4274964739193461.0,2142462222365480.2
2000-07-19,2000-07-19,3.4130244103028326e+22,1.8220713473321684e+20,1.2094937317322276e+16,3.0205579668265812e+16,1663678068388440.0,1.0989092198756696e+18,1.0889099126448802e+17,4277908825723739.5,2142856729403261.0
2000-07-20,2000-07-20,3.413470937689039e+22,1.8444272031923162e+20,1.1498339053537652e+16,3.0284861283875584e+16,1663552455743222.0,1.1037207344092722e+18,1.0921068165256998e+17,4280734880110540.0,2143208962301013.5
2000-07-21,2000-07-21,3.4139418356140397e+22,1.8730449971361428e+20,1.0916105776775128e+16,3.036641561270939e+16,1663499697876300.8,1.108614083921782e+18,1.0953472636072094e+17,4283441591476350.5,2143518757494415.8
2000-07-22,2000-07-22,3.4144380383302664e+22,1.9083478393482573e+20,1.0351694569176418e+16,3.045026261072603e+16,1663520315514066.2,1.113589862144597e+18,1.0986310975620973e+17,4286027666963903.0,2143785958571463.8
2000-07-23,2000-07-23,3.4149607525027286e+22,1.950455780926828e+20,9807823460716928.0,3.053642421182067e+16,1663614894790010.0,1.1186486628746172e+18,1.1019581489052445e+17,4288491831675999.5,2144010416476496.0
2000-07-24,2000-07-24,3.4155114530135935e+22,1.9988792788206695e+20,9286542924111486.0,3.062492442906116e+16,1663784084421091.2,1.1237910746004356e+18,1.1053282316098683e+17,4290832829142765.5,2144191989951614.8
2000-07-25,2000-07-25,3.416091867434586e+22,2.0521685749901823e+20,8789314877937061.0,3.0715789423508444e+16,1664028590134474.0,1.129017673696753e+18,1.1087411389827912e+17,4293049422767067.5,2144330546373880.5
2000-07-26,2000-07-26,3.4167039401947652e+22,2.107581829472337e+20,8317093566673335.0,3.080904749607641e+16,1664349164549155.2,1.1343290157883653e+18,1.1121966386278048e+17,4295140398941690.0,2144425963217934.2
2000-07-27,2000-07-27,3.417349761951112e+22,2.1609128223978737e+20,7870404112558622.0,3.0904728921787144e+16,1664746589788062.5,1.1397256249862702e+18,1.115694466422136e+17,4297104573001810.5,2144478130497227.5
2000-07-28,2000-07-28,3.4180314469053424e+22,2.206692110975496e+20,7449415831215460.0,3.1002865512464216e+16,1665221649928902.0,1.1452079813774409e+18,1.1192343198577248e+17,4298940799558270.0,2144486954581866.2
2000-07-29,2000-07-29,3.418750950061198e+22,2.2389529366504548e+20,7054008515567999.0,3.1103489815463276e+16,1665775092718093.0,1.1507765085621754e+18,1.1228158518927048e+17,4300647988286191.5,2144452363524531.5
2000-07-30,2000-07-30,3.4195098412774423e+22,2.2525421174341684e+20,6683830782965995.0,3.120663396913885e+16,1666407585126637.0,1.1564315645461105e+18,1.1264386672087267e+17,4302225124408976.5,2144374313364099.8
2000-07-31,2000-07-31,3.4203090834903364e+22,2.2445920921994563e+20,6338350229745566.0,3.1312328409740064e+16,1667119672980040.2,1.1621734396894956e+18,1.1301023227972994e+17,4303671290462349.5,2144252794091109.8
